customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-003131,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.77,1151.21,Yes
CUST-003132,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.71,2773.01,Yes
CUST-003133,Female,0,Yes,No,30,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,63.99,1855.94,No
CUST-003134,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.59,1583.91,Yes
CUST-003135,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.61,4553.66,Yes
CUST-003136,Male,1,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.55,2697.38,Yes
CUST-003137,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.46,4713.44,No
CUST-003138,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.13,89.4,Yes
CUST-003139,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),69.13,4915.38,Yes
CUST-003140,Male,1,Yes,Yes,48,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.02,2567.89,No
CUST-003141,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,93.84,4936.32,Yes
CUST-003142,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.71,1419.15,Yes
CUST-003143,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.15,498.16,Yes
CUST-003144,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),110.94,1849.45,Yes
CUST-003145,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,103.05,3337.29,Yes
CUST-003146,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.31,980.06,No
CUST-003147,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),85.53,1218.96,No
CUST-003148,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.83,92.67,Yes
CUST-003149,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.35,4898.39,Yes
CUST-003150,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,80.49,3920.55,Yes
CUST-003151,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.0,334.89,Yes
CUST-003152,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,64.14,3555.49,No
CUST-003153,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.19,4871.04,No
CUST-003154,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,96.41,6725.82,Yes
CUST-003155,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.99,869.39,Yes
CUST-003156,Female,1,No,No,31,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.39,1790.16,Yes
CUST-003157,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.19,113.75,Yes
CUST-003158,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.65,86.82,Yes
CUST-003159,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.28,5064.62,No
CUST-003160,Female,1,No,Yes,70,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.06,4461.17,Yes
CUST-003161,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,63.12,869.56,No
CUST-003162,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.14,2870.02,Yes
CUST-003163,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.51,31.11,No
CUST-003164,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.15,5474.93,Yes
CUST-003165,Male,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.79,1415.82,Yes
CUST-003166,Male,1,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.54,1708.35,No
CUST-003167,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,62.29,4486.06,Yes
CUST-003168,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,93.64,805.62,No
CUST-003169,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.04,1056.93,Yes
CUST-003170,Female,0,No,No,54,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70.72,3634.96,No
CUST-003171,Female,1,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.72,1845.72,Yes
CUST-003172,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,82.42,4326.63,Yes
CUST-003173,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.56,1179.39,Yes
CUST-003174,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.47,1587.0,Yes
CUST-003175,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.58,1240.17,Yes
CUST-003176,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,91.0,268.02,Yes
CUST-003177,Female,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.35,1842.21,Yes
CUST-003178,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.52,1340.03,Yes
CUST-003179,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.19,3277.87,Yes
CUST-003180,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,71.19,2142.72,No
CUST-003181,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,86.28,2849.2,Yes
CUST-003182,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.49,841.27,No
CUST-003183,Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.72,6192.52,Yes
CUST-003184,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.25,5148.69,Yes
CUST-003185,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),89.41,4193.31,No
CUST-003186,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.62,1817.86,No
CUST-003187,Female,0,No,Yes,49,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.91,3618.79,Yes
CUST-003188,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,80.07,1322.66,Yes
CUST-003189,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.42,3051.11,Yes
CUST-003190,Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),92.74,1725.63,Yes
CUST-003191,Male,0,No,No,22,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),77.63,1683.31,Yes
CUST-003192,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.01,1726.22,No
CUST-003193,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),68.46,1446.2,Yes
CUST-003194,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,55.56,2938.14,No
CUST-003195,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,76.53,2675.0,Yes
CUST-003196,Male,1,Yes,No,71,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.35,6082.21,No
CUST-003197,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.18,1204.28,Yes
CUST-003198,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,66.23,4630.48,Yes
CUST-003199,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.16,812.89,Yes
CUST-003200,Male,0,No,No,40,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,67.12,2804.61,No
CUST-003201,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,1874.38,Yes
CUST-003202,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.2,4460.35,Yes
CUST-003203,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.48,835.94,Yes
CUST-003204,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.48,1669.3,Yes
CUST-003205,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,75.38,1162.6,Yes
CUST-003206,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.35,1939.16,No
CUST-003207,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),86.77,3359.84,No
CUST-003208,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.59,411.27,No
CUST-003209,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.21,2145.95,Yes
CUST-003210,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),85.96,1714.3,Yes
CUST-003211,Female,1,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.96,1232.62,Yes
CUST-003212,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.31,1039.77,Yes
CUST-003213,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,83.69,4624.96,Yes
CUST-003214,Female,1,Yes,Yes,61,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),65.74,4190.49,Yes
CUST-003215,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.06,31.68,Yes
CUST-003216,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.27,5386.11,No
CUST-003217,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,88.5,6068.5,No
CUST-003218,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.65,1670.73,Yes
CUST-003219,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.69,1161.11,No
CUST-003220,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,67.43,1758.72,Yes
CUST-003221,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.06,1358.19,No
CUST-003222,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.36,2632.93,Yes
CUST-003223,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,95.83,4664.62,Yes
CUST-003224,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,90.42,3007.36,No
CUST-003225,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.41,2640.87,Yes
CUST-003226,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.7,2638.89,Yes
CUST-003227,Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.94,1826.94,Yes
CUST-003228,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,81.19,661.44,No
CUST-003229,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.16,1977.27,No
CUST-003230,Female,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),78.73, ,No
CUST-003231,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.12,5991.67,Yes
CUST-003232,Male,1,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.65,1897.12,Yes
CUST-003233,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.98,6050.47,No
CUST-003234,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.34,1884.71,No
CUST-003235,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,85.63,2933.28,No
CUST-003236,Female,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.65,1523.77,No
CUST-003237,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,79.43,4759.8,Yes
CUST-003238,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.03,1146.92,No
CUST-003239,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.63,790.79,Yes
CUST-003240,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.52,1853.99,Yes
CUST-003241,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.41,3336.82,Yes
CUST-003242,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.93,4411.84,Yes
CUST-003243,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.64,3058.08,Yes
CUST-003244,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.38,2800.18,Yes
CUST-003245,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.74,657.75,Yes
CUST-003246,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,81.13,2677.59,Yes
CUST-003247,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.4,7107.74,Yes
CUST-003248,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.61,842.7,No
CUST-003249,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),91.66,5692.25,No
CUST-003250,Male,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.71,905.78,Yes
CUST-003251,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.87,1899.99,No
CUST-003252,Female,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.43,2000.55,No
CUST-003253,Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.82,3362.33,Yes
CUST-003254,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,67.33,3321.56,No
CUST-003255,Male,0,No,Yes,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.56,2145.07,No
CUST-003256,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,95.18,3788.92,Yes
CUST-003257,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,83.53,4587.9,Yes
CUST-003258,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.37,5530.32,No
CUST-003259,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),85.01,568.73,No
CUST-003260,Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.92,2774.19,No
CUST-003261,Male,0,No,Yes,62,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,75.66,4635.84,No
CUST-003262,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),73.34,2949.58,No
CUST-003263,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.33,194.96,Yes
CUST-003264,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.65,716.89,Yes
CUST-003265,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,74.07,4492.77,No
CUST-003266,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),93.67,2738.25,Yes
CUST-003267,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.35,3339.59,Yes
CUST-003268,Female,1,Yes,No,65,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.21,4073.95,Yes
CUST-003269,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),73.53,427.54,No
CUST-003270,Female,0,No,No,33,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,75.55,2538.54,No
CUST-003271,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),72.31,690.27,Yes
CUST-003272,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.3,1763.58,Yes
CUST-003273,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,77.79,2576.64,No
CUST-003274,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,93.32,6128.98,Yes
CUST-003275,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.63,722.68,Yes
CUST-003276,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,60.84,584.95,No
CUST-003277,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.91,5825.9,Yes
CUST-003278,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.42,4707.42,Yes
CUST-003279,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.31,799.26,Yes
CUST-003280,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.04,4030.91,No
CUST-003281,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.77,1022.84,No
CUST-003282,Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,191.57,Yes
CUST-003283,Female,1,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.72,1134.17,No
CUST-003284,Male,0,No,Yes,54,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,86.04,4454.96,Yes
CUST-003285,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.3,563.29,Yes
CUST-003286,Male,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.75,783.77,Yes
CUST-003287,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.77,611.98,No
CUST-003288,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.78,1771.87,No
CUST-003289,Male,0,Yes,No,62,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),63.02,3797.29,No
CUST-003290,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.66,2236.66,Yes
CUST-003291,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.55,4503.09,Yes
CUST-003292,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,102.09,625.13,Yes
CUST-003293,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),86.86,5602.81,No
CUST-003294,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.02,928.37,Yes
CUST-003295,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),98.13,2986.36,Yes
CUST-003296,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.36,5626.81,No
CUST-003297,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.58,1363.19,No
CUST-003298,Female,1,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.96,1161.86,Yes
CUST-003299,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.1,59.3,No
CUST-003300,Female,1,Yes,No,26,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),70.26,1888.93,Yes
CUST-003301,Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.35,3282.93,No
CUST-003302,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.61,2789.78,Yes
CUST-003303,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,90.47,181.73,Yes
CUST-003304,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,93.0,1318.12,No
CUST-003305,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),70.21,71.5,Yes
CUST-003306,Male,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.29,1763.09,Yes
